trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
17210718,Weekender,919,2018-04-27 21:45:22+00:00,2571,Red River & 8th Street,,Stolen,3903
9900259257,Walk Up,93,2015-09-18 08:12:05+00:00,2712,Toomey Rd @ South Lamar,,Stolen,2863
9900012849,Walk Up,19,2016-01-07 17:12:35+00:00,2711,Barton Springs @ Kinney Ave,,Stolen,21296
9900348283,Walk Up,8,2015-12-17 20:12:00+00:00,2566,Pfluger Bridge @ W 2nd Street,,Stolen,13981
13857913,Walk Up,135,2017-02-26 14:32:45+00:00,2566,Pfluger Bridge @ W 2nd Street,,Stolen,1404
17134756,U.T. Student Membership,2122,2018-04-19 17:20:23+00:00,3799,23rd & San Jacinto @ DKR Stadium,,Stolen,5498
17187153,Local365,2095,2018-04-25 15:25:04+00:00,2497,Capitol Station / Congress & 11th,,Stolen,1463
9900331256,Walk Up,384,2015-11-20 09:12:36+00:00,2498,Convention Center / 4th St. @ MetroRail,,Stolen,2950
13555129,Walk Up,578,2017-01-27 01:35:26+00:00,2498,Convention Center / 4th St. @ MetroRail,,Stolen,5189
13564817,Walk Up,393,2017-01-28 04:57:28+00:00,2561,State Capitol Visitors Garage @ San Jacinto & 12th,,Stolen,4833
9900313113,24-Hour Kiosk (Austin B-cycle),442,2014-11-04 06:12:00+00:00,2495,4th & Congress,,Missing,3494
9900028751,Walk Up,957,2015-02-06 21:12:00+00:00,2495,4th & Congress,,Missing,3913
9900152785,Local30,113,2015-05-28 12:12:00+00:00,2496,8th & Congress,,Missing,29
9900073751,Walk Up,947,2015-03-16 08:12:00+00:00,,Mobile Station,,Missing,5950
9900036087,Explorer,661,2015-02-21 15:12:00+00:00,2542,Plaza Saltillo,,Missing,262
9900064133,Walk Up,223,2015-03-07 09:12:00+00:00,2537,West & 6th St.,,Missing,250
9900035781,Walk Up,875,2015-02-21 13:12:00+00:00,2536,Waller & 6th St.,,Missing,412
9900225145,Walk Up,2459,2015-08-01 23:12:00+00:00,2536,Waller & 6th St.,,Missing,2138
9900028873,Walk Up,75,2015-02-07 12:12:00+00:00,2707,Rainey St @ Cummings,,Missing,3000
9900035532,Walk Up,801,2015-02-21 03:12:00+00:00,2565,Trinity & 6th Street,,Missing,1040
9900035533,Walk Up,976,2015-02-21 03:12:00+00:00,2565,Trinity & 6th Street,,Missing,3212
9900035531,Walk Up,283,2015-02-21 03:12:00+00:00,2565,Trinity & 6th Street,,Missing,3212
9900068316,Walk Up,890,2015-03-14 02:12:00+00:00,2565,Trinity & 6th Street,,Missing,29
9900177598,Walk Up,398,2015-06-20 04:12:00+00:00,2565,Trinity & 6th Street,,Missing,1687
9900150935,Walk Up,867,2015-05-24 16:12:00+00:00,2563,Davis at Rainey Street,,Missing,5566
9900206215,Walk Up,116,2015-07-17 04:12:00+00:00,2563,Davis at Rainey Street,,Missing,3054
9900029490,Walk Up,998,2015-02-08 04:12:00+00:00,2571,Red River & 8th Street,,Missing,3154
9900029489,Walk Up,759,2015-02-08 04:12:00+00:00,2571,Red River & 8th Street,,Missing,3153
9900009095,Walk Up,488,2015-01-25 03:12:00+00:00,2545,ACC - Rio Grande & 12th,,Missing,3193
9900140470,Walk Up,999,2015-05-02 16:12:00+00:00,2548,UT West Mall @ Guadalupe,,Missing,4295
9900205702,Walk Up,201,2015-07-16 03:12:00+00:00,2548,UT West Mall @ Guadalupe,,Missing,1813
9900152687,Walk Up,75,2015-05-28 00:12:00+00:00,2502,Barton Springs & Riverside,,Missing,2464
9900169971,Founding Member,104,2015-06-03 20:12:00+00:00,2711,Barton Springs @ Kinney Ave,,Missing,29
9900064927,Walk Up,340,2015-03-09 07:12:00+00:00,2549,Long Center @ South 1st & Riverside,,Missing,4659
9900180161,Walk Up,270,2015-06-26 03:12:00+00:00,2498,Convention Center / 4th St. @ MetroRail,,Missing,3279
23298154,Local365,19775,2020-12-10 14:52:24+00:00,2552,3rd/West,2552,3rd/West,41
23321039,Pay-as-you-ride,332,2020-12-18 15:43:07+00:00,2552,3rd/West,2552,3rd/West,74
23326829,Local365,19171,2020-12-20 15:44:21+00:00,2501,5th/Bowie,2552,3rd/West,62
24786257,Local365,19646,2021-08-08 17:31:07+00:00,3390,6th/Brazos,2552,3rd/West,63
24743726,Local365,17438,2021-08-03 14:34:41+00:00,4047,8th/Lavaca,2552,3rd/West,6
23250433,Local365,19148,2020-11-27 18:25:50+00:00,4050,5th/Campbell,2552,3rd/West,5
23361104,Local31,19442,2020-12-29 10:35:36+00:00,4050,5th/Campbell,2552,3rd/West,6
23355883,Local365,097G,2020-12-28 09:54:50+00:00,2496,8th/Congress,2552,3rd/West,6
24822948,Local31,21546,2021-08-13 17:46:46+00:00,4051,10th/Red River,2552,3rd/West,10
23204501,U.T. Student Membership,18329,2020-11-17 15:40:48+00:00,2547,21st/Guadalupe,2552,3rd/West,7
23314557,Local365,16935,2020-12-16 17:25:32+00:00,2547,21st/Guadalupe,2552,3rd/West,9
24734280,Local31,21773,2021-08-02 09:06:06+00:00,2547,21st/Guadalupe,2552,3rd/West,8
23179459,Local31,19239,2020-11-12 14:53:04+00:00,3687,Boardwalk West,2552,3rd/West,14
